ProductID,ProductName,ProductPrice,ProductColor,ImageUrl,baseUrl
0891007002,1/4-Zip Polo Shirt,14.99,"Dark blue, Natural white","https://lp2.hm.com/hmgoepprod?set=source[/3b/7b/3b7b985d803c21a1ccec3e2bd61c88fff4d94ce9.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0891007002.html
0781758048,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/e8/7e/e87e0b546943eae7a5e68c65d460af1c9a654641.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758048.html
0721390003,Slim Fit Twill Pants,19.99,"Khaki green, Black, Dark blue, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/26/a7/26a7a5cf7f5f16550c89c84d5feee8a86327065e.jpg],origin[dam],category[men_trousers_trousers_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0721390003.html
0673281018,Cardigan with Zip,34.99,"Light gray melange, Black, Beige melange, White","https://lp2.hm.com/hmgoepprod?set=source[/ea/e6/eae66fa008bc0fab52527960b873e9340e4bafdf.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0673281018.html
0835542003,Skinny Fit Suit Pants,34.99,"Light beige, Beige/black plaid","https://lp2.hm.com/hmgoepprod?set=source[/76/98/76988eaa1568c5511802951799be3220d0a17cab.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0835542003.html
0857453006,Slim Fit Twill Shorts,19.99,"Brown, Black, Dark gray, Taupe","https://lp2.hm.com/hmgoepprod?set=source[/6a/67/6a6799d260a1a8a6b9962d10df221e027428c7e8.jpg],origin[dam],category[men_shorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857453006.html
0846145001,Linen Bomber Jacket,59.99,Light beige melange,"https://lp2.hm.com/hmgoepprod?set=source[/7f/07/7f07d04a030530ec6ac953e7f5a82074113c933e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0846145001.html
0713995007,Skinny Fit Blazer,69.99,"Dark blue, Black, Light gray melange, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/d5/03/d50304fc178fa5956d2bd61880c60584343fa3e8.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0713995007.html
0618329005,Muscle Fit Cotton Shirt,24.99,"Black, White/patterned","https://lp2.hm.com/hmgoepprod?set=source[/0e/b7/0eb7bd9a48f49b22635d77df1ab8ca09ef4a2cd7.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0618329005.html
0658329021,Slim Fit Polo Shirt,14.99,"Pink/palm trees, Dark blue/palm trees, White/palm trees, Dark blue/narrow-striped","https://lp2.hm.com/hmgoepprod?set=source[/41/3e/413ef6d5c1532e8d98ff7af33876a29fe9d459a7.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0658329021.html
0725358006,Muscle Fit Piqué Polo Shirt,14.99,"Dark blue, White, Burgundy, Black","https://lp2.hm.com/hmgoepprod?set=source[/d5/d7/d5d7c7ae7da136054031388c30319856e434b545.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0725358006.html
0713986017,Slim Fit Blazer,69.99,"Light gray/plaid, Black, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/89/0d/890d4cec6ea8d017ad269a7e25f81c46bdbcb70e.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0713986017.html
0781820005,Muscle Fit Piqué Shirt,17.99,"Dark blue/white dotted, White, Black, Khaki green","https://lp2.hm.com/hmgoepprod?set=source[/12/2a/122aaabf070996a616eaf7daf608ecf15bcb82d3.jpg],origin[dam],category[men_shirts_shortsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781820005.html
0857453007,Slim Fit Twill Shorts,19.99,"Brown, Black, Dark gray, Taupe","https://lp2.hm.com/hmgoepprod?set=source[/95/81/9581a32aec8b690565bf5d6ccc123871bad1ab81.jpg],origin[dam],category[men_shorts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857453007.html
0658329023,Slim Fit Polo Shirt,14.99,"Pink/palm trees, Dark blue/palm trees, White/palm trees, Dark blue/narrow-striped","https://lp2.hm.com/hmgoepprod?set=source[/fd/1f/fd1f154a898dd447a7a5d250742c1fb89087e8f7.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0658329023.html
0781758056,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/d6/ac/d6accf636edb2faa3e474cf492b43e9b059049f4.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758056.html
0673281013,Cardigan with Zip,34.99,"Light gray melange, Black, Beige melange, White","https://lp2.hm.com/hmgoepprod?set=source[/17/e5/17e5d2c4a63ce88aabe2e0ac0c9b6f303dd19839.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0673281013.html
0843642001,Slim Fit Chinos,29.99,"Brown, Black, Beige, Dark blue","https://lp2.hm.com/hmgoepprod?set=source[/5c/bd/5cbd8604313e9cf6e770f8ee67e92aec47fb941b.jpg],origin[dam],category[men_trousers_chinos_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0843642001.html
0781758072,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/12/31/123179075d10f7a1ba58905d8557a4aac2e5c414.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758072.html
0843634003,Relaxed Fit Linen Pants,34.99,"Dark blue, Light beige, Dark gray, Brown","https://lp2.hm.com/hmgoepprod?set=source[/cc/30/cc307e46bd0fd663044c67a9ea5ef4347f1acb32.jpg],origin[dam],category[men_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0843634003.html
0714026005,Slim Fit Suit Pants,34.99,"Black, Gray, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/2f/1f/2f1f2ddc4bf1719146dbdbf07585f3cc634988c6.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0714026005.html
0806794007,Polo Shirt with Band Collar,12.99,"Light blue, White, Burgundy","https://lp2.hm.com/hmgoepprod?set=source[/d2/15/d215a085ab4fa1f5cc802b14c2d9300de7256b34.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0806794007.html
0857448006,Slim Fit Chino Shorts,17.99,"Dark khaki green, Light beige, Black, Pale pink","https://lp2.hm.com/hmgoepprod?set=source[/5c/34/5c341489e782cb667380ea0e6d7e547737448ab0.jpg],origin[dam],category[men_shorts_chinos],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0857448006.html
0759595001,Muscle Fit Blazer,69.99,"Black, Dark gray/checked","https://lp2.hm.com/hmgoepprod?set=source[/af/fb/affb5c0947480a50514b3c8cd02b426815d81e3f.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0759595001.html
0781758008,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/54/85/548551c4ec6c0cabf41da3df227ba5bc4595ba39.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758008.html
0843465007,Skinny Fit Suit Pants,34.99,"Black/gray plaid, Black, Black/checked, Beige/checked","https://lp2.hm.com/hmgoepprod?set=source[/f4/9a/f49a215b5a4fc25a263976500f70411bf194dd9e.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0843465007.html
0756118011,Patterned Muscle Fit T-shirt,14.99,"Dark blue/white striped, Black/white patterned, White/patterned, Dark blue/palm trees","https://lp2.hm.com/hmgoepprod?set=source[/db/91/db9144d524d28d62368ddee69b57a6551943be10.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0756118011.html
0781758029,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/d2/63/d263ca3202e39596671746e5516ac2d319d35502.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758029.html
0843465002,Skinny Fit Suit Pants,34.99,"Black/gray plaid, Black, Black/checked, Beige/checked","https://lp2.hm.com/hmgoepprod?set=source[/f5/01/f501c8b25fb8745c5ac34e7e85a80fbc01ede1a9.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0843465002.html
0766402017,Slim Fit Joggers,34.99,"Black, Dark gray melange, Dark beige/plaid, Light gray melange","https://lp2.hm.com/hmgoepprod?set=source[/5e/90/5e90fea842eeb31492a02797962a6d097e797b36.jpg],origin[dam],category[men_trousers_joggers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0766402017.html
0806794005,Polo Shirt with Band Collar,12.99,"Light blue, White, Burgundy","https://lp2.hm.com/hmgoepprod?set=source[/5c/1f/5c1f17bdb1b2e4ac67849239987cffe55ff64a6f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0806794005.html
0649440048,T-shirt with Motif,12.99,"White/leaves, White/Manhattan, Black/reflective, White/cubes","https://lp2.hm.com/hmgoepprod?set=source[/78/9a/789a18713d9823581bcd32a79ebeabe408592fc7.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0649440048.html
0557908004,Slim Fit Shirt,14.99,"White, Dark green/dotted, Dark blue/white floral","https://lp2.hm.com/hmgoepprod?set=source[/86/26/862623365a5b914569b5dbe7eb582881658cd78e.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0557908004.html
0867583001,Suit Pants with Side Stripes,34.99,"Dark beige, Black/plaid","https://lp2.hm.com/hmgoepprod?set=source[/d0/72/d072f9bdcee5fae604ad2c3305ee9ee23bf91d15.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0867583001.html
0602673019,Nylon-blend Bomber Jacket,34.99,"Black, Dark khaki green, White, Light brown","https://lp2.hm.com/hmgoepprod?set=source[/d4/3e/d43e911de2dce2e32d491da7da8e1194123efb8b.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0602673019.html
0781820003,Muscle Fit Piqué Shirt,17.99,"Dark blue/white dotted, White, Black, Khaki green","https://lp2.hm.com/hmgoepprod?set=source[/7d/07/7d07d58a7c54ac76cf3173fc2f0bef95dc49319b.jpg],origin[dam],category[men_shirts_shortsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781820003.html
0756118010,Patterned Muscle Fit T-shirt,14.99,"Dark blue/white striped, Black/white patterned, White/patterned, Dark blue/palm trees","https://lp2.hm.com/hmgoepprod?set=source[/b0/04/b004f8e72a44826740bf6bde32df6c420334d1d4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0756118010.html
0863753001,Fine-knit Polo Shirt,17.99,"Brown, Dark blue, Sage green, Beige melange","https://lp2.hm.com/hmgoepprod?set=source[/b5/7e/b57eca515500cf3e6e1df6fb27079eddc2db8d1f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0863753001.html
0783354007,Slim Fit Linen Blazer,79.99,"Blue melange, Light beige, Dark blue","https://lp2.hm.com/hmgoepprod?set=source[/41/42/41427345571fc3b76a632f4c9f287b46da800c1e.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0783354007.html
0781758071,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/e0/93/e09312508f6b06c192e19409ff9dc8b5240c9890.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758071.html
0634744018,Biker Jacket,59.99,"Dark brown, Black, Brown, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/1c/37/1c370f52aa87592d96a7aced6dbe6a967783d115.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0634744018.html
0817779003,Slim Fit Linen-blend Blazer,59.99,"Black, Dark blue, Beige","https://lp2.hm.com/hmgoepprod?set=source[/82/e2/82e229a6f7a0fd9f125de7dea0b72ea0062a7e81.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0817779003.html
0649440034,T-shirt with Motif,12.99,"White/leaves, White/Manhattan, Black/reflective, White/cubes","https://lp2.hm.com/hmgoepprod?set=source[/a8/b9/a8b94c3743a75208aef0f26ba8ed968df15b7c03.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0649440034.html
0843465001,Skinny Fit Suit Pants,34.99,"Black/gray plaid, Black, Black/checked, Beige/checked","https://lp2.hm.com/hmgoepprod?set=source[/d5/ac/d5ac48dd88e2b12761db938b11f4e8795314d6f8.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0843465001.html
0602673021,Nylon-blend Bomber Jacket,34.99,"Black, Dark khaki green, White, Light brown","https://lp2.hm.com/hmgoepprod?set=source[/66/1d/661df18d3bb73283175850d89d579c69c8408665.jpg],origin[dam],category[men_jacketscoats_bomberjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0602673021.html
0715828015,Fine-knit Turtleneck Sweater,24.99,"Dark blue, Beige melange, Light beige melange","https://lp2.hm.com/hmgoepprod?set=source[/36/81/3681721bdf930feadb4162b7a1ae4e8f4d231195.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0715828015.html
0822017002,Regular Fit Shirt,20.99,Dark beige/plaid,"https://lp2.hm.com/hmgoepprod?set=source[/0d/42/0d42cf68f7dc1e5448f9eb26ba128a6c663c9a13.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0822017002.html
0782616023,Cotton T-shirt,14.99,"White/pineapples, White/paisley-patterned, Black/leaf print, Dark blue/white striped","https://lp2.hm.com/hmgoepprod?set=source[/75/fc/75fc88eaf23db85b8f37a0f10f3e71512622526d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0782616023.html
0733323005,Muscle Fit Oxford Shirt,24.99,"Pink, White, Black","https://lp2.hm.com/hmgoepprod?set=source[/e8/ad/e8ad47a16065f2cd8abe3570234fa42855ad21e6.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0733323005.html
0557908028,Slim Fit Shirt,14.99,"White, Dark green/dotted, Dark blue/white floral","https://lp2.hm.com/hmgoepprod?set=source[/85/03/85035dbc4dfccf58d2c06a28b1529d4215c9d0c2.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0557908028.html
0557908018,Slim Fit Shirt,14.99,"White, Dark green/dotted, Dark blue/white floral","https://lp2.hm.com/hmgoepprod?set=source[/51/f7/51f779a3f2c444ea6edd97c8f233a7fc4a7234b8.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0557908018.html
0721390002,Slim Fit Twill Pants,19.99,"Khaki green, Black, Dark blue, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/61/4a/614ae4be0a9370ad0b53facd927009e751ec8043.jpg],origin[dam],category[men_trousers_trousers_slim_all],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0721390002.html
0806794006,Polo Shirt with Band Collar,12.99,"Light blue, White, Burgundy","https://lp2.hm.com/hmgoepprod?set=source[/e8/77/e877ceee2ab8e8edc851d0bfaad51a7c903fa1cc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0806794006.html
0781758033,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/c5/25/c525af74022b0d40a6586567c1cbdb824efae45b.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758033.html
0781758012,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/13/28/1328b0e3d32461381f87f2d479a3f3c4cd14b06e.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758012.html
0733323001,Muscle Fit Oxford Shirt,24.99,"Pink, White, Black","https://lp2.hm.com/hmgoepprod?set=source[/09/b5/09b5ad7058ba3bf48653d8fcbacee88eb9c3d888.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0733323001.html
0713986005,Slim Fit Blazer,69.99,"Light gray/plaid, Black, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/d5/9b/d59b18bd05883053cdd2b7485bb9a23026a9f8e8.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0713986005.html
0673281004,Cardigan with Zip,34.99,"Light gray melange, Black, Beige melange, White","https://lp2.hm.com/hmgoepprod?set=source[/c2/75/c275b447aa65eb70852823df6df047ccf53ac035.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0673281004.html
0781758058,Slim Fit Easy-iron Shirt,14.99,"Burgundy/white dotted, White, Black, Light blue","https://lp2.hm.com/hmgoepprod?set=source[/11/52/11523e405b338a9fb39ea12964ad3dfcc3d5c5fb.jpg],origin[dam],category[men_shirts_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0781758058.html
0810710002,Muscle Fit Turtleneck Sweater,27.99,Light beige,"https://lp2.hm.com/hmgoepprod?set=source[/d5/92/d59202c5b12f85a640a7e3f02baef6be8258f02f.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0810710002.html
0680441005,Muscle Fit Turtleneck Shirt,17.99,Dark gray melange,"https://lp2.hm.com/hmgoepprod?set=source[/4a/e9/4ae9d55fb6efdf172b2589b0e7c957ee6cfb39bb.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0680441005.html
0878987001,Relaxed Fit Shorts,29.99,"Dark blue, Light beige melange, Khaki green","https://lp2.hm.com/hmgoepprod?set=source[/d7/55/d75543e2681db658816e7c70aa5aea098606de25.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0878987001.html
0649440041,T-shirt with Motif,12.99,"White/leaves, White/Manhattan, Black/reflective, White/cubes","https://lp2.hm.com/hmgoepprod?set=source[/27/99/2799682174a795eb3c07988ca3333ec773e89396.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0649440041.html
0759597003,Muscle Fit Suit Pants,34.99,"Black, Dark gray/checked","https://lp2.hm.com/hmgoepprod?set=source[/84/d8/84d8379d3ee3ba1e2c5c205f56b5d20ff5ac6796.jpg],origin[dam],category[men_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0759597003.html
0634744017,Biker Jacket,59.99,"Dark brown, Black, Brown, Dark gray","https://lp2.hm.com/hmgoepprod?set=source[/bf/82/bf828fc112cd94e44b4734bf32904c98561bc048.jpg],origin[dam],category[men_jacketscoats_bikerjackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0634744017.html
0633162015,T-shirt with Printed Motif,14.99,"Black/orchids, White/flowers","https://lp2.hm.com/hmgoepprod?set=source[/ab/23/ab23e1527dfe770e453e9613adaebe6c66e9a821.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0633162015.html
0713986016,Slim Fit Blazer,69.99,"Light gray/plaid, Black, Dark blue, Blue melange","https://lp2.hm.com/hmgoepprod?set=source[/9f/ce/9fcee3f46a1030aeb44b077e5d574d3a426da175.jpg],origin[dam],category[men_blazerssuits_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0713986016.html
0591466048,Slub Jersey T-shirt,12.99,"Black, White, Brown, White/narrow-striped","https://lp2.hm.com/hmgoepprod?set=source[/70/bf/70bf8868790cbc045d05d508d7323b82f1e377f5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0591466048.html
0740425001,Regular Fit Henley Shirt,29.99,"Light blue, White, Dark khaki green","https://lp2.hm.com/hmgoepprod?set=source[/46/9b/469b12a500754616594cd3969ba44a8026ab7ed4.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0740425001.html
0591466046,Slub Jersey T-shirt,12.99,"Black, White, Brown, White/narrow-striped","https://lp2.hm.com/hmgoepprod?set=source[/8e/1d/8e1d48dc6f1600cfba8df83bbfd9473d9bde1a58.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0591466046.html
0843634002,Relaxed Fit Linen Pants,34.99,"Dark blue, Light beige, Dark gray, Brown","https://lp2.hm.com/hmgoepprod?set=source[/d1/c2/d1c2648be006e1d6d7bc299306c998f1f96ec13e.jpg],origin[dam],category[men_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0843634002.html
0761501005,Slim Fit Linen Suit Pants,34.99,"Dark gray, Black, Light beige melange, Dark blue melange","https://lp2.hm.com/hmgoepprod?set=source[/64/ec/64ec12f642d766946a90e0c45437cc3f9562770a.jpg],origin[dam],category[men_blazerssuits_trousers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0761501005.html
